"FID" "IID" "SOL" "C1" "C2" "C3" "C4" "HYPER" "SEX" "NALT" "NMIN" "NHET" "NVAR" "RATE" "SING" "TITV" "PASS" "PASS_S" "QUAL" "DP" "REF.dbsnp" "G.DP" "NRG.DP"
"621" "HPFS404425" "." 0 0.0818177 -0.124188 0.0804879 0.11509 2 1 97 70 56 856 0.994193 3 2.68421 57 0 637460 46460.1 0.942857 44.493 74.7216
"622" "HPFS404941" "." 0 0.260854 -0.138932 0.00255909 -0.133415 2 1 88 67 37 851 0.988386 0 2.19048 53 0 583832 42692.8 1 38.6811 60.2727
"623" "HPFS408287" "." 0 -0.212761 0.0995776 0.00858796 -0.0250155 1 1 59 35 17 831 0.965157 0 2.88889 27 0 814075 49695.1 0.942857 39.3902 71.1864
"624" "HPFS500071" "." 0 0.00784472 0.181057 0.135249 -0.0432707 2 1 71 63 33 856 0.994193 2 2.31579 48 1 695389 44778.8 0.952381 49.1572 101.042
"625" "HPFS500689" "." 0 0.0857791 0.185954 -0.0080504 0.0604983 1 1 88 62 38 851 0.988386 0 3.13333 47 0 558336 45238.6 0.935484 46.9581 86.2955
"626" "HPFS502009" "." 0 -0.0374985 0.158377 0.0297905 0.105242 2 1 70 45 21 835 0.969803 0 4 40 0 879651 55079.1 1 39.617 70.3857
"627" "HPFS502198" "." 0 0.00175583 0.121873 0.0875495 0.1731 1 1 92 67 52 853 0.990708 1 2.52632 53 1 740092 47315.3 0.985075 43.9907 77.5978
"628" "HPFS503607" "." 0 0.293929 -0.125952 -0.0321522 0.0359176 1 1 87 53 21 839 0.974448 1 1.65 48 1 668670 48710 0.962264 41.1221 69.4483
"629" "HPFS504579" "." 0 0.0161291 -0.0348094 0.0252976 -0.0756284 2 1 80 57 38 853 0.990708 0 2.16667 45 0 577598 44220.9 1 34.9092 50.5875
"630" "HPFS505341" "." 0 -0.0205158 -0.032232 0.13492 -0.0156172 1 1 89 61 43 834 0.968641 1 2.8125 48 0 644681 47423.3 0.983607 38.1395 59.2247
"631" "HPFS507021" "." 0 0.000622105 0.131405 -0.0176633 -0.0426116 1 1 80 61 43 853 0.990708 1 2.38889 46 0 823383 50941.8 0.967213 39.2944 62.45
"632" "HPFS507196" "." 0 0.12055 0.20065 0.0197395 -0.080807 2 1 83 65 38 836 0.970964 0 1.82609 55 0 786443 49661.5 1 41.6007 67.4096
"633" "HPFS507349" "." 0 0.0154021 0.114729 0.0404244 0.145558 2 1 87 65 54 852 0.989547 0 2.61111 53 0 712620 46710.8 1 44.0456 78.6667
"634" "HPFS507682" "." 0 0.145049 0.0112848 0.021113 0.102615 1 1 101 73 54 852 0.989547 1 3.05556 56 0 621259 46430.4 0.958904 40.8865 64.2079
"635" "HPFS507982" "." 0 0.132489 -0.124131 0.132414 0.102201 1 1 100 75 59 828 0.961672 2 2.26087 60 0 548442 44022.8 0.933333 46.3046 77.81
"636" "HPFS508123" "." 0 -0.00448713 -0.0268643 0.0944493 -0.0337636 1 1 90 65 50 837 0.972125 1 2.09524 47 0 608120 44955.6 0.907692 50.3695 99.8333
"637" "HPFS600737" "." 0 -0.0480011 -0.0510938 0.000156163 -0.0517067 1 1 81 55 43 852 0.989547 0 2.92857 40 0 593017 44123.6 1 38.0094 58.3704
"638" "HPFS603340" "." 0 0.143091 0.175294 -0.0566685 -0.118966 2 1 76 60 28 855 0.993031 0 1.72727 46 0 709444 44390.6 0.966667 46.9523 93.6974
"639" "HPFS603525" "." 0 -0.226007 0.0997581 0.0533627 -0.0285233 1 1 57 36 18 851 0.988386 0 3.5 24 0 818631 47362.8 0.944444 46.7841 107.544
"640" "HPFS603694" "." 0 -0.026848 0.171283 0.0486356 -0.039855 2 1 74 50 39 833 0.96748 1 2.33333 46 1 885762 53788.4 1 45.5858 93.1892
"641" "HPFS604109" "." 0 -0.0819154 0.0896079 -0.0575243 -0.03578 2 1 79 59 45 850 0.987224 0 2.10526 44 0 788027 49162.9 0.983051 41.1071 73.443
"642" "HPFS605050" "." 0 0.126947 -0.0205298 -0.111698 0.060852 2 1 94 70 53 851 0.988386 2 2.33333 54 0 650066 46207.5 0.985714 48.0339 92.0851
"643" "HPFS700065" "." 0 0.0733534 -0.0431535 -0.0908698 0.058989 2 1 89 66 43 852 0.989547 1 2.66667 52 0 671183 46916.9 0.984848 45.3189 84.5955
"644" "HPFS700224" "." 0 0.0675408 0.147384 -0.166986 0.0544667 2 1 78 54 39 836 0.970964 2 2 45 1 803658 49789.2 0.925926 39.2433 65.8974
"645" "HPFS700446" "." 0 -0.0780478 0.050838 -0.0214535 -0.0340429 2 1 80 50 47 834 0.968641 1 1.77778 40 0 787205 50381.6 0.98 34.0721 50.1875
"646" "HPFS700486" "." 0 -0.100819 0.082026 -0.110496 -0.0746612 1 1 77 46 36 834 0.968641 0 2.06667 37 0 625853 45990.3 0.978261 35.3407 51.961
"647" "HPFS701777" "." 0 -0.0446652 -0.14273 -0.134471 0.0779495 1 1 79 46 39 829 0.962834 0 1.875 38 0 587146 46483.4 0.978261 38.5942 63.9494
"648" "HPFS701892" "." 0 0.157092 -0.0358947 -0.160808 0.123701 2 1 90 66 50 838 0.973287 0 2.47368 60 0 764119 49600.9 1 39.0862 60.0444
"649" "HPFS702179" "." 0 0.254615 -0.158283 -0.0617305 0.0987235 2 1 97 67 45 837 0.972125 2 2.47368 58 1 617896 46871.2 0.955224 47.7506 87.2165
"650" "HPFS702548" "." 0 0.00991112 0.116862 -0.130821 0.0549651 1 1 82 62 50 854 0.99187 2 2.1 51 1 732874 46665.3 0.967742 51.2421 100.585
"651" "HPFS702697" "." 0 -0.192523 0.12017 -0.0418998 0.178517 2 1 81 51 34 856 0.994193 1 2.64286 35 0 615229 43237.1 0.882353 48.0687 94.1605
"652" "HPFS702776" "." 0 -0.106501 -0.236379 0.0165655 -0.0139103 2 1 82 53 37 835 0.969803 1 1.94444 44 0 606452 45834.4 0.981132 40.618 70.1341
"653" "HPFS703439" "." 0 -0.0259411 0.155667 0.0451969 -0.0383723 2 1 81 60 44 853 0.990708 1 2.33333 47 0 766516 48749.6 0.983333 43.4242 79.284
"654" "HPFS705575" "." 0 0.108788 0.0851134 -0.177378 0.0696875 1 1 75 58 40 822 0.954704 0 2.41176 53 0 838247 51506 0.982759 28.5628 38.36
"655" "HPFS707252" "." 0 -0.12335 -0.13277 0.0332212 0.11304 1 1 78 41 27 834 0.968641 0 4 35 0 739636 47348.3 0.95122 55.3034 116.013
"656" "HPFS709525" "." 0 -0.00657657 -0.164544 -0.00673762 0.0782384 2 1 83 51 31 853 0.990708 0 2.92308 34 0 555891 44899.8 0.941176 45.6228 87.6386
"657" "HPFS710047" "." 0 0.363193 -0.14245 -0.0859244 0.0522563 1 1 86 71 25 856 0.994193 1 2.38095 58 0 629234 45279.3 0.957746 50.2581 97.1977
"658" "HPFS710398" "." 0 -0.0698616 0.103936 -0.0615831 0.0687093 2 1 75 49 38 852 0.989547 1 2.76923 35 0 651622 44381.4 0.979592 40.7993 70.9867
"659" "HPFS710403" "." 0 0.0734394 0.226256 0.159379 -0.0754635 2 1 60 46 13 841 0.976771 0 2.06667 40 0 903378 51083.2 0.934783 43.3151 81.8667
"660" "HPFS711178" "." 0 0.199237 -0.115728 0.260115 -0.0732579 2 1 74 56 14 839 0.974448 1 2.11111 46 0 699114 47810.7 0.982143 42.8977 77.2432
"661" "HPFS711186" "." 0 0.152039 0.00893115 0.0799246 -0.0977145 1 1 90 60 39 854 0.99187 0 2.75 46 0 606131 43216.8 1 48.0501 87.2556
"662" "HPFS711507" "." 0 -0.223851 0.107879 0.0301021 -0.0198012 2 1 74 42 28 850 0.987224 2 3.2 32 0 565317 44268.2 0.97619 39.8553 68.1351
"663" "HPFS711665" "." 0 0.192179 -0.0119301 -0.0708821 -0.102625 2 1 84 66 37 850 0.987224 1 2.3 56 0 738093 46545.2 0.969697 37.3442 59.9524
"664" "HPFS712361" "." 0 0.0178989 0.143468 -0.0259517 0.0909427 2 1 76 54 39 835 0.969803 0 1.78947 46 0 867332 51958.1 0.962963 43.0023 79.1316
"665" "HPFS712516" "." 0 -0.102536 0.105088 -0.105225 0.113405 1 1 81 70 53 855 0.993031 0 2.33333 55 0 694141 44818 0.957143 54.0676 112.025
"666" "HPFS712527" "." 0 -0.00490461 0.049605 0.0850867 -0.0278259 2 1 95 68 49 855 0.993031 0 2.57895 54 0 639014 44659.7 0.955882 44.4447 75.3368
"667" "HPFS713121" "." 0 0.0314808 0.1732 0.0918337 -0.0458482 2 1 79 61 38 838 0.973287 0 2.8125 50 0 790023 50424.5 1 43.0686 81.7468
"668" "HPFS713281" "." 0 -0.102809 0.106303 -0.0161092 -0.0280743 2 1 79 64 40 847 0.98374 0 2.2 44 0 706355 44870.1 0.953125 40.1995 68.6835
"669" "HPFS713804" "." 0 0.131928 0.00658065 0.0291745 0.0693699 1 1 92 64 53 834 0.968641 1 2.76471 56 0 680242 48937.5 0.953125 50.8961 102.663
"670" "HPFS714083" "." 0 0.104349 -0.000520821 0.0684364 -0.0022374 2 1 108 86 71 832 0.966318 2 1.6875 68 0 604390 47166.9 0.953488 44.2791 79.25
"671" "HPFS715466" "." 0 -0.0513524 -0.0415179 0.0594404 0.1448 2 1 88 64 50 857 0.995354 0 3 51 0 669172 48032.7 1 41.8699 70.0227
"672" "HPFS715655" "." 0 0.0732744 0.118544 0.0501401 0.0846168 1 1 92 71 53 854 0.99187 0 2.38095 55 0 682283 47873.3 0.971831 42.5681 74.587
"673" "HPFS715819" "." 0 0.0494899 -0.122387 0.128395 -0.0273837 1 1 80 50 35 820 0.952381 0 2.125 46 0 728646 49952.7 0.94 37.5443 61.4
"674" "HPFS716710" "." 0 0.0889032 0.157871 -0.0726145 -0.0971546 1 1 83 59 42 837 0.972125 1 1.80952 45 0 737611 48356.2 0.932203 54.329 114.53
"675" "HPFS717073" "." 0 0.176315 -0.00379173 -0.0139413 -0.110204 1 1 85 64 39 847 0.98374 0 2.2 51 0 702777 45732.8 0.984375 42.5637 73.1765
"676" "HPFS717131" "." 0 0.0252411 -0.0267787 0.00556451 -0.0277333 2 1 91 70 56 856 0.994193 1 1.8 58 0 820303 49625.7 0.985714 39.0838 62.6374
"677" "HPFS717637" "." 0 -0.0666855 0.0973669 -0.100577 -0.0626797 2 1 70 42 33 813 0.944251 2 2.23077 32 0 756840 51391.6 0.904762 41.7731 81.0286
"678" "HPFS718153" "." 0 0.105973 -0.0305679 -0.0925525 0.0931906 2 1 97 71 61 853 0.990708 1 1.95833 59 0 713147 47696.3 0.985915 48.4242 90.1753
"679" "HPFS718373" "." 0 0.0875796 -0.129116 0.106774 0.136366 1 1 88 68 49 853 0.990708 0 3.25 57 0 683463 47724 0.985294 45.9021 83.6818
"680" "HPFS719049" "." 0 0.0224186 -0.0207177 0.0610771 0.146073 1 1 84 60 38 833 0.96748 2 2.52941 49 1 727518 50174.5 0.933333 37.343 58.5476
"681" "HPFS719497" "." 0 0.0776157 0.162123 -0.187534 0.0882315 2 1 85 60 44 836 0.970964 0 1.85714 53 0 681534 48760.2 1 41.0245 70.1176
"682" "HPFS719747" "." 0 0.196738 0.0193325 0.0422201 0.0769869 1 1 91 71 44 851 0.988386 1 2.55 54 0 616268 43096.2 0.929577 54.5602 107.868
"683" "HPFS720042" "." 0 -0.0979303 0.123934 0.00265321 0.124257 2 1 63 51 27 851 0.988386 0 2.64286 39 0 798687 50377.6 1 40.1247 77.0159
"684" "HPFS720394" "." 0 0.058738 -0.172091 0.0506691 -0.0808052 2 1 74 49 14 849 0.986063 1 3.08333 35 0 545270 42223.3 0.979592 41.6298 72.8108
"685" "HPFS721243" "." 0 0.112458 0.174676 -0.117036 -0.115942 1 1 83 70 43 851 0.988386 1 1.91667 52 0 639116 44846.1 0.971429 44.3473 81.6747
"686" "HPFS721538" "." 0 -0.076968 -0.0476607 0.0934861 -0.00369942 2 1 86 50 46 836 0.970964 0 2.57143 43 0 634800 49835 1 48.071 94.407
"687" "HPFS721859" "." 0 0.115335 0.00320211 0.0447033 0.100075 1 1 102 77 64 838 0.973287 0 1.92308 63 0 755465 49948.1 0.948052 45.9302 80.4902
"688" "HPFS722660" "." 0 -0.0282764 0.111823 0.118571 0.118686 2 1 82 58 42 853 0.990708 0 2.625 46 0 765151 47672.2 1 47.1587 86.0976
"689" "NHS100880" "." 0 0.242981 -0.101943 0.0532035 0.0697638 1 2 86 66 33 834 0.968641 0 1.75 54 0 768326 50225.7 0.969697 45.4261 85.0581
"690" "NHS106410" "." 0 -0.0102245 0.135264 0.000454806 -0.0664089 1 2 81 51 39 852 0.989547 0 2.64286 37 0 580789 40862.7 0.980392 38.7655 62.8148
"691" "NHS107384" "." 0 0.082231 0.00744463 0.114515 -0.0335787 1 2 77 64 46 848 0.984901 0 2.36842 53 0 766905 49537.3 1 32.1199 45.1688
"692" "NHS110154" "." 0 -0.0433663 -0.0485783 0.000785493 -0.0479615 1 2 90 63 57 852 0.989547 0 3.2 44 0 619896 43918.8 0.984127 52.1772 102.667
"693" "NHS111394" "." 0 0.0614284 -0.20559 -0.146592 0.0778877 1 2 84 60 39 837 0.972125 0 2.15789 48 0 628976 47690.4 0.966667 49.6182 102.06
"694" "NHS111469" "." 0 0.234845 -0.114851 0.0849902 0.0412269 1 2 98 69 40 849 0.986063 3 3.05882 52 0 509616 42099 0.913043 51.071 96.3265
"695" "NHS111688" "." 0 0.0545351 -0.0277229 0.0108696 -0.0216852 1 2 90 69 66 832 0.966318 1 2.28571 59 1 789182 48873.6 0.971014 34.6698 49.3333
"696" "NHS111701" "." 0 0.0296519 0.158092 -0.0466465 0.107842 1 2 85 63 52 838 0.973287 0 2.15 56 0 782418 51174.1 0.984127 49.4319 97.6353
"697" "NHS111804" "." 0 0.090559 -0.0329192 0.158524 0.0967301 1 2 101 71 59 855 0.993031 0 2.55 54 0 620234 46981.6 0.971831 49.1898 89.5743
"698" "NHS113294" "." 0 -0.0826396 -0.0798171 -0.0821372 0.101111 1 2 86 57 47 847 0.98374 0 2 47 0 645914 46960 0.982456 41.383 72.0698
"699" "NHS114144" "." 0 0.0735157 0.159825 -0.0881908 -0.116199 1 2 64 42 16 820 0.952381 0 2.23077 39 0 848385 51783.5 0.97619 44.6895 100.453
"700" "NHS114605" "." 0 -0.153014 -0.0725292 0.0816692 0.00435054 1 2 89 60 47 852 0.989547 0 3.28571 48 0 616442 42940 0.983333 57.6079 121.461
"701" "NHS115223" "." 0 -0.141977 -0.104741 -0.0083439 0.123816 1 2 72 45 34 843 0.979094 0 3.5 35 0 561456 40348.3 0.977778 25.2189 32.1806
"702" "NHS116952" "." 0 0.00161278 0.123803 -0.0178089 -0.044049 1 2 92 70 60 857 0.995354 1 1.5 54 0 749505 45679 0.957143 52.5581 96.3696
"703" "NHS117036" "." 0 -0.0399248 -0.0462404 0.0398083 0.123855 2 2 82 55 48 832 0.966318 0 4 48 0 766963 51359.1 1 38.9509 68.3415
"704" "NHS117478" "." 0 0.0311438 0.00412944 0.158471 0.144253 2 2 98 74 56 856 0.994193 0 2.7 62 0 709682 48859 0.986486 41.8731 67.7449
"705" "NHS118305" "." 0 0.184025 -0.0638004 -0.0525128 0.0548385 1 2 94 70 60 833 0.96748 1 2.28571 58 0 693000 47429.5 0.942857 46.8366 86.4255
"706" "NHS119465" "." 0 0.0305413 -0.14227 0.187906 -0.01664 2 2 97 64 51 834 0.968641 1 1.90909 54 0 648024 47500.8 0.921875 42.8893 72.0206
"707" "NHS119628" "." 0 -0.0944228 -0.0287325 -0.201432 0.107462 1 2 85 60 43 849 0.986063 1 2 48 1 635117 46531.5 0.933333 34.2275 52.1882
"708" "NHS123352" "." 0 0.0426037 0.150254 -0.136718 -0.103796 1 2 78 62 35 854 0.99187 0 1.95238 44 0 609784 42090.4 0.951613 41.4953 68.6538
"709" "NHS125520" "." 0 0.0464889 0.156015 -0.0192143 0.059995 1 2 90 60 45 835 0.969803 3 2.33333 49 1 612592 47425.8 0.916667 50.5704 99.0556
"710" "NHS125564" "." 0 -0.0894043 -0.0771063 -0.0116418 -0.052195 1 2 83 46 41 836 0.970964 1 1.875 37 1 538429 41840.1 0.978261 50.3676 99.1205
"711" "NHS126309" "." 0 0.29157 -0.117187 -0.0114165 0.0499241 1 2 82 50 19 833 0.96748 0 2.125 44 0 735365 51294.3 0.98 55.0116 118.695
"712" "NHS127051" "." 0 0.143224 -0.00598133 0.00808663 0.0918201 1 2 103 82 63 836 0.970964 2 1.92857 64 0 675514 48702.3 0.95122 42.8267 69.0971
"713" "NHS127501" "." 0 -0.0316723 0.163535 0.0613956 -0.00426209 1 2 80 61 49 854 0.99187 1 2.21053 50 1 740233 45615.2 0.967213 48.6 92.2625
"714" "NHS131675" "." 0 0.136115 0.184886 -0.0290454 -0.123069 1 2 73 50 20 834 0.968641 2 2.33333 41 1 744158 48511.5 0.9 38.4075 64.9452
"715" "NHS132895" "." 0 0.102649 -0.144906 0.283999 -0.0340445 1 2 95 64 47 840 0.97561 0 2.2 55 0 589115 45953 1 40.5209 61.6105
"716" "NHS133632" "." 0 0.103066 -0.155306 0.0565165 0.123298 2 2 91 71 53 852 0.989547 0 2.22727 57 0 738214 48181.8 0.985915 40.6911 68
"717" "NHS134914" "." 0 -0.0802399 -0.0878751 -0.104001 -0.0688396 1 2 78 46 44 834 0.968641 3 2.06667 39 0 625542 44721.8 0.913043 45.759 90.7692
"718" "NHS135216" "." 0 0.191192 -0.146423 -0.0131537 -0.101888 1 2 102 72 60 837 0.972125 0 1.88 59 0 594121 46455.6 0.972222 43.7832 74.049
"719" "NHS138537" "." 0 -0.00836665 -0.0507769 -0.0491319 0.115211 1 2 98 67 65 838 0.973287 1 2.52632 57 0 749989 50887.5 0.985075 46.4352 84.3878
"720" "NHS139165" "." 0 -0.136286 -0.0815278 0.0473536 -0.0185758 1 2 79 49 44 854 0.99187 0 2.76923 39 0 617524 43309 1 49.3143 105.19
"721" "NHS140916" "." 0 0.0116326 0.13193 -0.024977 0.0560859 2 2 86 54 34 850 0.987224 0 2.375 40 0 564381 45192 0.981481 58.7064 123.442
"722" "NHS141715" "." 0 0.0136053 0.133197 -0.154225 -0.102776 1 2 81 61 33 855 0.993031 0 1.90476 43 0 643307 45968.7 0.983607 51.2992 104.309
"723" "NHS141754" "." 0 -0.0514493 -0.0506556 0.0360729 0.00289271 1 2 84 63 51 853 0.990708 0 2.31579 50 0 754272 50242.9 1 41.3722 75.4405
"724" "NHS142498" "." 0 0.0219873 0.137956 -0.0481951 0.0914958 2 2 88 70 58 853 0.990708 3 1.59259 52 1 773560 49270.2 0.914286 53.3869 106.33
"725" "NHS142709" "." 0 -0.0345392 0.1183 -0.037139 -0.0386978 1 2 82 54 46 837 0.972125 2 1.7 46 1 802975 53034.6 0.962963 40.5157 72.8415
"726" "NHS145269" "." 0 0.0871781 -0.00157155 0.0555776 -0.0749066 1 2 89 61 44 837 0.972125 0 1.77273 46 0 585800 46248.6 0.95082 47.6826 93.7191
"727" "NHS145379" "." 0 0.0529966 0.122933 0.112246 -0.0617144 1 2 78 54 34 855 0.993031 0 2 42 0 787999 49443.6 1 49.2864 95.8974
"728" "NHS145910" "." 0 0.0341898 0.124178 -0.115369 -0.0904115 1 2 88 68 49 853 0.990708 1 1.42857 48 0 607398 42205.7 0.911765 42.6205 73.9432
"729" "NHS150107" "." 0 0.151664 0.0118489 0.0128913 0.0744934 1 2 92 68 50 838 0.973287 0 1.83333 54 0 791555 51340.3 0.941176 50.7369 93.3261
"730" "NHS151023" "." 0 0.139633 0.171472 -0.0525156 -0.122645 1 2 70 51 21 832 0.966318 1 2 39 0 770648 48342.4 0.921569 39.0361 73.5
"731" "NHS152052" "." 0 0.0536942 0.0114447 -0.112533 -0.070301 1 2 88 68 45 855 0.993031 0 1.95652 52 0 655042 45993.8 0.955882 45.69 81.1705
"732" "NHS152068" "." 0 0.164726 0.190788 -0.0989526 -0.149765 2 2 71 55 19 852 0.989547 0 2.23529 45 0 761508 43846.6 0.981818 38.5949 60.4789
"733" "NHS156415" "." 0 -0.202334 0.108663 0.000317748 0.13344 2 2 67 36 17 832 0.966318 0 3 29 0 705890 50093.5 0.972222 38.4848 65.1343
"734" "NHS157025" "." 0 0.00143409 -0.0110661 0.125868 -0.00558397 1 2 102 75 70 854 0.99187 3 2.26087 61 1 644894 44473.6 0.96 54.9779 107.569
"735" "NHS157274" "." 0 -0.0356079 -0.207468 0.121737 0.241243 1 2 88 68 42 852 0.989547 2 3 56 2 760446 49347.5 0.970588 37.6721 55.75
"736" "NHS160552" "." 0 -0.0973862 -0.0847708 -0.0426788 -0.0262051 1 2 80 55 51 855 0.993031 0 1.75 46 0 734039 46248.2 0.963636 51.0315 104.125
"737" "NHS160592" "." 0 0.0242889 -0.0170022 0.073024 -0.0189973 1 2 79 60 48 828 0.961672 0 2.33333 52 0 851560 51981.4 1 36.4901 60.038
"738" "NHS161090" "." 0 -0.00978232 -0.0594927 -0.0798519 -0.0526786 1 2 90 64 56 849 0.986063 2 2.2 48 0 603254 44108.2 0.96875 37.2182 58.1222
"739" "NHS168130" "." 0 -0.114587 0.108311 0.0338842 -0.0295443 1 2 80 60 43 853 0.990708 2 3 43 0 619227 45913.9 0.95 50.5923 100.7
"740" "NHS172335" "." 0 0.228566 -0.00202341 -0.051072 0.0493705 1 2 85 67 39 855 0.993031 1 2.04545 52 0 689812 46984.9 0.940299 47.8581 93.2
"741" "NHS173699" "." 0 -0.00229086 0.0581272 0.128379 0.140469 1 2 88 68 50 833 0.96748 1 2.09091 56 1 726029 48750.5 0.985294 37.9022 61.9205
"742" "NHS186639" "." 0 0.0713766 0.0975669 0.012866 -0.0592673 1 2 88 67 54 856 0.994193 0 1.79167 49 0 716899 46703.9 0.970149 54.3399 112.489
"743" "NHS187474" "." 0 0.174644 0.189613 -0.129055 0.0253362 1 2 76 50 21 836 0.970964 0 1.5 38 0 718254 50220.8 0.9 33.0792 46.8158
"744" "NHS187934" "." 0 -0.0748762 -0.10214 -0.16524 -0.0704021 1 2 78 54 33 850 0.987224 1 2.375 42 0 648853 44142.3 0.981481 37.6775 61.3846
"745" "NHS189022" "." 0 -0.066681 -0.0765192 -0.0464552 0.0974242 2 2 98 67 58 854 0.99187 1 3.46667 50 0 500082 40988.3 0.955224 43.2608 72.4796
"746" "NHS189670" "." 0 0.0669615 -0.0302605 -0.0300553 -0.0440543 2 2 85 57 47 832 0.966318 0 1.59091 51 0 800045 51272.7 0.982456 36.6321 55.6235
"747" "NHS191626" "." 0 -0.0744163 -0.10235 -0.119883 -0.0541995 1 2 73 47 35 829 0.962834 1 2.13333 38 0 682245 45204.8 0.978723 38.8834 65.0274
"748" "NHS191939" "." 0 -0.145043 0.1294 0.0609696 -0.0347809 2 2 68 41 30 838 0.973287 0 3.1 33 0 840508 52921.1 0.97561 47.9779 98.4853
"749" "NHS193906" "." 0 0.0977341 -0.114258 0.0409246 0.13628 1 2 97 74 60 831 0.965157 1 2.21739 65 1 696484 48385.8 0.986486 39.9441 67.5361
"750" "NHS198591" "." 0 0.0727324 -0.138976 0.0606997 -0.0743492 2 2 91 61 41 857 0.995354 0 2.38889 45 0 513532 41067.8 0.967213 51.4198 97.3187
"751" "NHS198865" "." 0 -0.0146632 0.125778 0.000761624 -0.0703894 1 2 80 51 34 832 0.966318 2 1.68421 38 0 612347 45091 0.921569 52.0972 108.188
"752" "NHS200053" "." 0 0.0365375 -0.0112987 0.0995171 0.126781 2 2 80 57 48 833 0.96748 1 2.8 52 0 842587 52148 0.982456 40.888 74.1625
"753" "NHS201036" "." 0 -0.0143362 0.197765 0.0591437 0.17155 1 2 85 66 44 855 0.993031 1 2.66667 50 1 692387 47257.1 0.954545 44.9079 83.9176
"754" "NHS203158" "." 0 0.0864221 -0.140283 0.052048 0.108408 1 2 95 61 53 832 0.966318 0 1.77273 53 0 752246 50971.7 0.934426 48.7867 90.8526
"755" "NHS203680" "." 0 0.0323941 -0.0149185 0.100288 0.114531 1 2 87 66 52 829 0.962834 2 2.66667 53 0 703234 48914.2 0.954545 39.8068 68.4138
"756" "NHS204094" "." 0 0.150549 0.0326201 0.126128 0.0844949 1 2 91 70 41 853 0.990708 1 2.88889 57 0 687653 46740.1 0.971429 51.3679 95.2637
"757" "NHS207625" "." 0 0.0307817 -0.022253 0.0341855 -0.0555001 1 2 93 61 49 837 0.972125 1 1.90476 48 0 572793 43680.6 0.934426 38.2686 61.8817
"758" "NHS213449" "." 0 0.187907 -0.0102366 -0.0954945 0.0519889 1 2 96 73 54 834 0.968641 1 2.04167 60 0 640363 49094.8 0.986301 38.5786 61.375
"759" "NHS214056" "." 0 0.0737141 0.0806134 -0.138501 0.0498273 1 2 86 63 44 836 0.970964 4 1.73913 48 1 670591 46266.7 0.888889 47.2995 87.2558
"760" "NHS214887" "." 0 0.0816217 -0.0222391 0.0010787 0.115134 1 2 99 65 55 838 0.973287 2 2.61111 56 0 591388 47516.2 0.953846 55.7369 118.606
"761" "NHS215947" "." 0 0.108765 -0.0267074 -0.116592 0.0486356 1 2 78 52 41 852 0.989547 1 2.05882 41 1 652588 47525.8 0.942308 54.7433 118.885
"762" "NHS216991" "." 0 -0.169804 0.102429 -0.0894372 0.128348 1 2 73 47 27 847 0.98374 2 2.91667 33 1 591074 39836 0.914894 41.0349 73.4795
"763" "NHS219207" "." 0 0.133943 0.0353813 -0.0443827 -0.0739736 1 2 102 76 59 854 0.99187 1 2.16667 57 0 597559 44915.6 0.960526 46.2098 81.8922
"764" "NHS221240" "." 0 -0.160032 0.101401 -0.0898936 0.14221 2 2 80 52 37 852 0.989547 1 2.46667 39 0 688909 47608.7 0.942308 41.286 75.8
"765" "NHS221786" "." 0 0.157225 0.120716 -0.0864302 0.04099 1 2 88 56 43 836 0.970964 1 2.11111 49 1 680847 48968.7 0.964286 38.7916 62.7841
"766" "NHS222449" "." 0 -0.196547 0.0946037 0.00663414 -0.0300438 1 2 72 43 27 854 0.99187 1 2.58333 33 1 632775 41113.6 0.906977 43.909 80.4444
"767" "NHS223618" "." 0 0.143563 -0.0742034 0.0793988 -0.0872332 1 2 89 61 32 836 0.970964 0 2.21053 48 0 573448 45894.5 1 47.3228 89.5281
"768" "NHS225535" "." 0 0.100743 0.158158 -0.073769 0.0426323 1 2 94 75 46 848 0.984901 0 2.26087 55 0 596813 43748.2 0.946667 52.1928 99.4468
"769" "NHS225732" "." 0 -0.0449839 -0.168854 -0.114444 -0.0710016 1 2 87 59 44 856 0.994193 1 1.68182 45 0 583325 41469.5 0.898305 39.6585 62.954
"770" "NHS227022" "." 0 -0.0841032 -0.0873155 -0.103934 -0.0697599 1 2 78 40 37 838 0.973287 1 1.85714 29 0 692956 49462.8 0.925 46.4965 90.8205
"771" "NHS228567" "." 0 0.0809202 -0.0350224 -0.0541279 -0.0518303 1 2 95 79 68 852 0.989547 0 2.29167 67 0 662083 45511.3 0.987342 42.7939 72.8842
"772" "NHS229809" "." 0 0.0480755 0.143852 -0.194713 0.0602784 1 2 71 50 20 837 0.972125 1 2.33333 39 0 735795 50013.2 0.96 51.8553 112.521
"773" "NHS230074" "." 0 0.0922299 0.0954025 -0.171681 0.0884223 1 2 77 52 38 837 0.972125 1 2.46667 47 0 848529 53335.3 0.980769 47.7064 93.1299
"774" "NHS231011" "." 0 0.112774 -0.1174 0.224973 -0.0355198 1 2 101 73 56 854 0.99187 0 2.65 57 0 579408 44846.7 0.986301 48.7471 86.2277
"775" "NHS232826" "." 0 -0.0736093 -0.138881 0.125251 -0.00675027 1 2 82 55 42 822 0.954704 0 2.92857 45 0 688306 50098.1 1 26.7093 33.3293
